IKr	t
0.00907596461529	25.6
0.00588250747243	25.7
-0.00265804738471	25.8
-0.00784712667043	25.9
-0.00464931038471	26.0
-0.00236158767043	26.1
-0.007083081099	26.2
0.00328416032957	26.3
-0.00356159324186	26.4
-0.00232671524186	26.5
-0.00280190681329	26.6
0.00206563432957	26.7
0.008621468901	26.8
0.0104568760439	26.9
0.00144219561529	27.0
-0.00817191181329	27.1
-0.0101403058133	27.2
-0.00114196895614	27.3
0.00359697132957	27.4
0.001317948901	27.5
-0.00310274095614	27.6
-0.002511993099	27.7
-0.00130109667043	27.8
0.00222149675814	27.9
0.00221169518671	28.0
0.00235446961529	28.1
0.00265965661529	28.2
0.00862256175814	28.3
0.00265745675814	28.4
-0.000989388956143	28.5
-0.00402807052757	28.6
0.000868903186714	28.7
-0.00829397752757	28.8
-0.00724222467043	28.9
0.00175392961529	29.0
0.00616044747243	29.1
0.00233921175814	29.2
0.00281110247243	29.3
-0.00360627181329	29.4
5.58381867143e-05	29.5
0.00631741247243	29.6
-0.00405857552757	29.7
-0.00361062895614	29.8
0.00250487675814	29.9
-5.96982418571e-05	30.0
0.00634355532957	30.1
-0.00174796881329	30.2
-0.00265913467043	30.3
-0.000500015384714	30.4
-0.00172181467043	30.5
-0.00812506024186	30.6
0.00501168032957	30.7
0.00133430247243	30.8
-0.00141227752757	30.9
-0.00325642324186	31.0
0.00147925318671	31.1
-0.00876264467043	31.2
0.00175719504386	31.3
0.002077638901	31.4
0.00558169861529	31.5
0.00511848818671	31.6
0.00389778918671	31.7
0.000850385329571	31.8
0.00174630818671	31.9
0.00175175461529	32.0
0.00374084104386	32.1
-0.003122343099	32.2
-0.00252289395614	32.3
0.00235882675814	32.4
-0.000219903241857	32.5
0.00496807675814	32.6
0.00680676175814	32.7
-0.001428621099	32.8
-0.000699476813286	32.9
0.00235228318671	33.0
-0.00420244324186	33.1
0.00680894032957	33.2
-0.000508753956143	33.3
0.00269014861529	33.4
0.00650049247243	33.5
0.00572448504386	33.6
-0.00465476481329	33.7
-0.00188748038471	33.8
-0.00448256967043	33.9
-0.003141966099	34.0
-0.00100901395614	34.1
0.00481548675814	34.2
-0.000210099670429	34.3
-0.00341336238471	34.4
-0.00418065752757	34.5
0.005125023901	34.6
8.41774724286e-05	34.7
0.00451576318671	34.8
-0.00143952395614	34.9
-0.00523786681329	35.0
0.00284274361529	35.1
-0.00267656924186	35.2
0.00158389675814	35.3
0.00676317247243	35.4
-9.12885275714e-05	35.5
-0.002054231099	35.6
-0.00143734738471	35.7
0.00603837532957	35.8
0.00267272704386	35.9
-0.000217733670429	36.0
0.004630214901	36.1
0.00235665818671	36.2
-0.00206403467043	36.3
-0.00678881824186	36.4
-0.00617301881329	36.5
0.00542802232957	36.6
0.00360023318671	36.7
0.003266722901	36.8
-0.003599736099	36.9
-0.000232982241857	37.0
0.00451575961529	37.1
-0.000970856813286	37.2
-0.006304891099	37.3
-0.00446729538471	37.4
-0.000375771099	37.5
0.00313593747243	37.6
-0.00403569652757	37.7
-0.000986121099	37.8
0.00297571847243	37.9
0.00877841961529	38.0
8.41774724286e-05	38.1
-0.00160955038471	38.2
0.00510650604386	38.3
-0.00433869395614	38.4
0.00481766532957	38.5
-0.00937736181329	38.6
0.00450922747243	38.7
9.28917581429e-05	38.8
-0.00175014438471	38.9
-0.00342426324186	39.0
0.00313049104386	39.1
0.00420077804386	39.2
0.00130048675814	39.3
0.000386086043857	39.4
-0.00282697824186	39.5
0.006775170901	39.6
-0.002977386099	39.7
-6.84085275714e-05	39.8
-0.004183911099	39.9
-0.001589917099	40.0
0.00253430604386	40.1
-0.00218066395614	40.2
-0.00188637681329	40.3
0.00529286818671	40.4
-0.000194845384714	40.5
-0.00784385981329	40.6
-0.00280301038471	40.7
0.005132648901	40.8
0.00664980461529	40.9
0.00710649532957	41.0
0.000543036329571	41.1
-0.00341443181329	41.2
-0.000527261813286	41.3
0.000388265186714	41.4
-0.00296866981329	41.5
9.28917581429e-05	41.6
-0.00143843867043	41.7
0.000704351901	41.8
0.00300297247243	41.9
-0.00204007038471	42.0
0.000702152472429	42.1
-0.00279865324186	42.2
0.00467814675814	42.3
-0.00128911252757	42.4
0.00343239318671	42.5
0.00160678961529	42.6
0.00405254675814	42.7
-0.00357030752757	42.8
-0.00572178952757	42.9
-0.003587736099	43.0
-0.00269292038471	43.1
-0.00924656352757	43.2
0.00771792461529	43.3
8.30881867143e-05	43.4
0.00542802532957	43.5
0.00587053532957	43.6
-0.00450543467043	43.7
-0.00252834038471	43.8
0.00161441461529	43.9
0.00115665461529	44.0
0.005853088901	44.1
0.00554682761529	44.2
0.00433376247243	44.3
0.00206019247243	44.4
0.00374846704386	44.5
-0.00357466467043	44.6
-0.00753104395614	44.7
-0.00280409967043	44.8
0.00236428318671	44.9
0.00191196961529	45.0
0.00847650747243	45.1
0.00498332675814	45.2
0.00208525604386	45.3
0.00419860104386	45.4
0.00418333318671	45.5
-0.00299265395614	45.6
-0.0122950675276	45.7
0.00634245604386	45.8
0.00344220675814	45.9
0.00465092161529	46.0
8.30881867143e-05	46.1
8.74453295714e-05	46.2
-0.006189358099	46.3
-0.00268419824186	46.4
7.65484724286e-05	46.5
0.003576268901	46.6
0.00204710675814	46.7
-0.00175232095614	46.8
0.00420731632957	46.9
0.00371794818671	47.0
0.000521226186714	47.1
0.002961547901	47.2
0.000834042472429	47.3
0.002823138901	47.4
-0.00829942395614	47.5
-0.002337605099	47.6
-0.00463515567043	47.7
-0.00295886524186	47.8
0.00497025532957	47.9
0.00161332332957	48.0
0.00115229747243	48.1
0.00618659818671	48.2
0.00879258032957	48.3
-0.00250872324186	48.4
0.000537590329571	48.5
0.00663674318671	48.6
0.00235011247243	48.7
0.002965918901	48.8
-0.00405641324186	48.9
-0.005579002099	49.0
-0.00862422738471	49.1
0.00498442604386	49.2
0.00193157675814	49.3
9.50683295714e-05	49.4
-0.00187875581329	49.5
-0.000973049670429	49.6
-0.00294904738471	49.7
-0.00541005752757	49.8
-0.002059681099	49.9
-0.00114850824186	50.0
0.003723408901	50.1
0.00266182032957	50.2
0.006005672901	50.3
0.010743523901	50.4
-0.00103296824186	50.5
0.00141823532957	50.6
-0.00880951181329	50.7
-0.006048771099	50.8
0.00264548104386	50.9
0.00113051175814	51.0
0.011804038901	51.1
0.000375186758143	51.2
0.00342584361529	51.3
0.002515773901	51.4
-0.008317958099	51.5
-0.00145586524186	51.6
-0.000529440384714	51.7
0.00174848675814	51.8
0.00541059675814	51.9
-0.000534886813286	52.0
0.002981168901	52.1
-0.001443877099	52.2
0.00222040747243	52.3
-0.00296648967043	52.4
-0.00220572581329	52.5
0.000692345901	52.6
0.00845473175814	52.7
0.004186618901	52.8
-0.00236158967043	52.9
-0.00967817867043	53.0
-0.00478992824186	53.1
0.00508797032957	53.2
0.00798818861529	53.3
0.000847117472429	53.4
0.00177898675814	53.5
0.00102041818671	53.6
0.00894625961529	53.7
-0.000205734241857	53.8
-0.00678772895614	53.9
-0.000674393099	54.0
-0.00783949967043	54.1
0.000859093615286	54.2
0.00876970175814	54.3
0.00662040604386	54.4
-0.00297193967043	54.5
0.003446553901	54.6
-0.00127713438471	54.7
-0.00127168795614	54.8
-0.00113325467043	54.9
0.00451031675814	55.0
0.004186618901	55.1
-0.00954084467043	55.2
-0.00282697467043	55.3
-0.00359210752757	55.4
0.0104655917581	55.5
0.00157297961529	55.6
-0.00270273395614	55.7
0.00706399532957	55.8
0.00510650604386	55.9
0.00252231961529	56.0
-0.00310818038471	56.1
-0.004327791099	56.2
-0.00462314967043	56.3
0.00130488447243	56.4
0.00618987604386	56.5
0.0101517096153	56.6
0.00144875318671	56.7
0.00159153961529	56.8
0.00404492175814	56.9
0.001314704901	57.0
-0.00738935467043	57.1
-0.00756048681329	57.2
0.000978990758143	57.3
-0.00391798352757	57.4
0.00386399547243	57.5
0.0101342731867	57.6
0.00526780832957	57.7
0.002072185901	57.8
-0.0147005032419	57.9
-0.00720406395614	58.0
-0.000185023956143	58.1
0.00529395318671	58.2
0.00420296818671	58.3
0.00160461104386	58.4
0.000686899472429	58.5
-0.002206821099	58.6
0.00298988318671	58.7
-0.00312452967043	58.8
0.001600253901	58.9
0.00631740247243	59.0
0.000528866043857	59.1
0.000824242472429	59.2
0.00235772318671	59.3
0.00129944104386	59.4
0.000840585758143	59.5
0.000550651758143	59.6
0.00435555818671	59.7
-0.00724113381329	59.8
0.000998618186714	59.9
-0.000379038956143	60.0
0.00679150175814	60.1
-0.000405193099	60.2
-0.00284222467043	60.3
0.00356535818671	60.4
0.00233921375814	60.5
-0.00117140752757	60.6
0.00753263818671	60.7
-0.00223951652757	60.8
-0.00468092552757	60.9
-0.00345367752757	61.0
-0.00131963038471	61.1
0.000668366758143	61.2
0.00386727032957	61.3
0.00677842447243	61.4
0.00538987247243	61.5
-0.00529018824186	61.6
0.000197535329571	61.7
0.00202858532957	61.8
0.00645472461529	61.9
0.000354475472429	62.0
-0.00680515152757	62.1
0.00616370532957	62.2
-0.00525967038471	62.3
0.00330378175814	62.4
-0.00370980981329	62.5
-0.00553106024186	62.6
0.00179642661529	62.7
0.000428586043857	62.8
0.00452340247243	62.9
0.00359697961529	63.0
-0.00873648752757	63.1
-0.00370000824186	63.2
-0.00205423467043	63.3
0.00755118432957	63.4
0.00435987961529	63.5
0.00468688132957	63.6
-0.00492506638471	63.7
-0.005984461099	63.8
-0.00737192181329	63.9
-0.00707218824186	64.0
-0.000976303241857	64.1
0.00377570647243	64.2
0.000577916043857	64.3
-0.00143406324186	64.4
0.00647982247243	64.5
0.00601658604386	64.6
8.19993295714e-05	64.7
-0.00432342967043	64.8
-0.0110144068133	64.9
-0.000632984384714	65.0
-0.000501104670429	65.1
-0.00187657324186	65.2
0.00223022532957	65.3
0.00145747147243	65.4
-0.00281606752757	65.5
-0.0101359426704	65.6
0.00176699461529	65.7
-0.00848362352757	65.8
0.00157627175814	65.9
-0.00178065824186	66.0
0.00875334818671	66.1
0.000370829615286	66.2
0.00191850532957	66.3
-0.00494250624186	66.4
0.000549570472429	66.5
0.00529392318671	66.6
0.000710866758143	66.7
-0.00220246295614	66.8
-0.002824796099	66.9
-0.00648581681329	67.0
-0.010767001099	67.1
0.00419206532957	67.2
0.00634355532957	67.3
0.00512393461529	67.4
0.00130379818671	67.5
-0.008478171099	67.6
0.00493975532957	67.7
0.001885798901	67.8
0.00279914832957	67.9
-0.00268966252757	68.0
-0.001449331099	68.1
-0.00326511324186	68.2
0.00223785032957	68.3
-0.00233215467043	68.4
0.00207653175814	68.5
8.74453295714e-05	68.6
-0.00952995181329	68.7
-0.000665691099	68.8
0.00619423118671	68.9
0.00514028818671	69.0
-0.000971950384714	69.1
0.000998618186714	69.2
-0.00434849752757	69.3
0.00159698404386	69.4
-0.005426413099	69.5
0.000672741758143	69.6
-0.000387753241857	69.7
0.000830778186714	69.8
0.00189016961529	69.9
0.00448635047243	70.0
0.00495827118671	70.1
-0.00526946795614	70.2
0.00510759532957	70.3
0.0127413724724	70.4
-0.005853681099	70.5
-0.000517462241857	70.6
-0.00204007038471	70.7
-0.00585477038471	70.8
-0.00829181324186	70.9
0.010625818901	71.0
0.00497461247243	71.1
-0.00586784481329	71.2
-0.00128801967043	71.3
0.00907597461529	71.4
0.000545212329571	71.5
0.00237953318671	71.6
-0.00127277124186	71.7
-0.00553650567043	71.8
-0.000344157527571	71.9
-0.001254251099	72.0
0.00161333961529	72.1
-0.00509616924186	72.2
0.00204929604386	72.3
-0.00191253752757	72.4
0.00663346175814	72.5
0.000540868472429	72.6
-0.00554414395614	72.7
0.00405363604386	72.8
0.00665743961529	72.9
-0.000829173956143	73.0
0.000218245615286	73.1
0.00220733604386	73.2
-0.00418065952757	73.3
-0.00219046095614	73.4
-0.00361171824186	73.5
0.00355991175814	73.6
0.000513608186714	73.7
0.00190324532957	73.8
-0.00144279381329	73.9
0.005285237901	74.0
0.003438934901	74.1
0.000525605186714	74.2
-0.00358555752757	74.3
-0.00128584467043	74.4
0.000697795329571	74.5
7.21993295714e-05	74.6
0.00402748132957	74.7
-0.000707097813286	74.8
0.000517963329571	74.9
-0.002206821099	75.0
-0.00387439824186	75.1
0.00344438532957	75.2
0.00665199718671	75.3
0.00589340032957	75.4
0.00328961275814	75.5
0.004041663901	75.6
-0.00325749824186	75.7
-0.00172617181329	75.8
-0.00401062767043	75.9
-0.00143517438471	76.0
-0.00464932395614	76.1
-0.00693704467043	76.2
-0.00862640752757	76.3
-0.00173270352757	76.4
-0.00539700638471	76.5
0.000555018901	76.6
0.00741600447243	76.7
0.00406563604386	76.8
0.00495716961529	76.9
-8.47518132857e-05	77.0
-0.013666161099	77.1
-0.00389181681329	77.2
-0.0104530988133	77.3
0.000694537472429	77.4
-0.00112018324186	77.5
0.004980060901	77.6
0.00832718532957	77.7
0.00221169718671	77.8
0.00234465818671	77.9
-0.00239755095614	78.0
-0.00361716467043	78.1
-0.00345913024186	78.2
-0.00253597467043	78.3
-0.003442771099	78.4
0.00267926675814	78.5
-0.000200287813286	78.6
-0.00279646038471	78.7
0.00270868175814	78.8
0.001794262901	78.9
-0.00188529395614	79.0
0.00388360318671	79.1
-0.00342208467043	79.2
-0.00372834395614	79.3
0.00252558447243	79.4
8.41754724286e-05	79.5
0.00283729718671	79.6
-0.00449673038471	79.7
-0.00573814267043	79.8
-0.003114723099	79.9
-0.00587110967043	80.0
-0.002352859099	80.1
0.00206346032957	80.2
0.00696152032957	80.3
-0.00204442652757	80.4
-0.001459131099	80.5
-0.000528350099	80.6
-0.00221662467043	80.7
0.00342913532957	80.8
0.00175066532957	80.9
-0.00646076124186	81.0
-0.00797573252757	81.1
0.00773972461529	81.2
-0.00582641981329	81.3
-0.00308639038471	81.4
0.000266185472429	81.5
-0.00340027467043	81.6
0.00346181818671	81.7
0.00193266604386	81.8
0.00450268975814	81.9
0.00100297532957	82.0
-0.00266893824186	82.1
-0.00527819024186	82.2
-0.00680079038471	82.3
-0.00116159595614	82.4
0.00691793104386	82.5
-0.00437901538471	82.6
-0.00619370824186	82.7
0.00145637418671	82.8
0.000236767472429	82.9
-0.00266894824186	83.0
-0.00206403667043	83.1
0.00358280861529	83.2
0.00371905632957	83.3
-0.00647819181329	83.4
0.000238946043857	83.5
0.00249070247243	83.6
0.000812236472429	83.7
0.00418989075814	83.8
0.00497025532957	83.9
-0.00236376524186	84.0
-0.0101457482419	84.1
-0.004343051099	84.2
0.005712498901	84.3
0.00631304532957	84.4
0.000850385329571	84.5
-0.00189400224186	84.6
-0.00496756181329	84.7
0.00294411532957	84.8
-0.00194849824186	84.9
-0.00361062895614	85.0
0.00982802175814	85.1
0.00436099461529	85.2
-0.00281499252757	85.3
-0.00496648681329	85.4
0.00220842532957	85.5
-0.000547958241857	85.6
-0.00146457752757	85.7
0.00707598532957	85.8
-0.00784276752757	85.9
-0.004636221099	86.0
-0.00754304395614	86.1
-0.000388860384714	86.2
0.009675413901	86.3
0.003418228901	86.4
0.00739532247243	86.5
-0.004008450099	86.6
-0.0157555475276	86.7
-0.002337608099	86.8
0.000723952472429	86.9
-0.00248803381329	87.0
0.00359587204386	87.1
0.00327545404386	87.2
0.00281877532957	87.3
-0.00344168181329	87.4
0.00266182718671	87.5
-0.00481279624186	87.6
-0.00112998681329	87.7
-0.00204986995614	87.8
0.00466943247243	87.9
0.00330705318671	88.0
-0.004495641099	88.1
-0.00283351038471	88.2
0.00203947818671	88.3
-0.00117140752757	88.4
-0.00988413752757	88.5
0.0125625817581	88.6
0.0116666567581	88.7
-0.00999098967043	88.8
0.000847117472429	88.9
0.001934848901	89.0
-0.00431144752757	89.1
-0.00707655967043	89.2
-0.002801921099	89.3
0.00970596175814	89.4
0.00970268175814	89.5
0.00908576818671	89.6
-0.0125762553847	89.7
-0.00402807152757	89.8
-0.00191035738471	89.9
-0.00617845824186	90.0
-0.00281608181329	90.1
-0.00327820395614	90.2
-0.00358991467043	90.3
0.0105910017581	90.4
0.00344220375814	90.5
0.00175720104386	90.6
-6.07752418571e-05	90.7
-0.00202371381329	90.8
-0.00234414681329	90.9
0.00314357675814	91.0
0.00480895104386	91.1
0.00360242604386	91.2
0.00540948761529	91.3
0.00129071675814	91.4
0.00130160961529	91.5
-0.004358301099	91.6
-0.00741878967043	91.7
0.00403074675814	91.8
-0.00450652695614	91.9
-0.000699473241857	92.0
0.00876969532957	92.1
0.00497570775814	92.2
-0.000985031813286	92.3
-0.00128911252757	92.4
0.000529955329571	92.5
-0.00299156267043	92.6
-0.00178175452757	92.7
0.00418988675814	92.8
-0.00326077438471	92.9
-0.00371853038471	93.0
-0.00753758952757	93.1
-7.16833847143e-05	93.2
-0.00373052252757	93.3
-0.00238121467043	93.4
0.00450594961529	93.5
0.00865088318671	93.6
0.00191416247243	93.7
0.00249942675814	93.8
-0.00451417681329	93.9
-0.002656956099	94.0
-0.00326077038471	94.1
-0.00310818038471	94.2
-0.00402371038471	94.3
0.00665635032957	94.4
0.00434248075814	94.5
-0.00282371681329	94.6
0.00162203861529	94.7
-0.00220355224186	94.8
-0.000698384527571	94.9
0.00418334318671	95.0
0.00175719104386	95.1
-0.00328582395614	95.2
0.000696706043857	95.3
0.000560473186714	95.4
0.00481767532957	95.5
-0.00572614167043	95.6
-0.00342208467043	95.7
0.00145093075814	95.8
0.003104331901	95.9
-0.00801932181329	96.0
-0.00174687252757	96.1
0.00312067318671	96.2
0.001273273901	96.3
0.00692556604386	96.4
0.002038386901	96.5
-0.000717994670429	96.6
0.00601548247243	96.7
0.00161659618671	96.8
0.000552830329571	96.9
-0.00309510067043	97.0
0.00164928904386	97.1
0.00118826804386	97.2
-0.004626423099	97.3
-0.00493595624186	97.4
-0.008150126099	97.5
-0.00130763038471	97.6
0.00249289104386	97.7
0.000224783329571	97.8
0.001150118901	97.9
0.002065638901	98.0
-0.00310818038471	98.1
0.00604600032957	98.2
-0.000688567099	98.3
-0.004370297099	98.4
-0.00100356152757	98.5
-0.00498501024186	98.6
0.00187164118671	98.7
0.00340296461529	98.8
-0.00482261767043	98.9
0.00433592318671	99.0
0.00496698747243	99.1
0.00514355204386	99.2
0.00485362604386	99.3
-0.00370435538471	99.4
0.003167558901	99.5
-0.00372289752757	99.6
-0.001901651099	99.7
-0.00144279381329	99.8
-0.000664580956143	99.9
-0.00401715681329	100.0
-0.000689655384714	100.1
0.00833046318671	100.2
0.00665635032957	100.3
-0.000512000527571	100.4
0.000256386901	100.5
0.00698333032957	100.6
-0.001254242099	100.7
-0.005252029099	100.8
-0.00326293467043	100.9
0.00253211318671	101.0
-0.00388855395614	101.1
0.00327981318671	101.2
0.00190216604386	101.3
0.00190869175814	101.4
-0.00254577324186	101.5
0.000662923901	101.6
0.006017678901	101.7
0.00860620447243	101.8
-0.006036771099	101.9
-0.00526947495614	102.0
-0.00281826438471	102.1
-0.00390598352757	102.2
0.00129290532957	102.3
0.00451576318671	102.4
0.00283729318671	102.5
0.00160678961529	102.6
-0.002531618099	102.7
-0.00191037124186	102.8
0.00128526247243	102.9
0.00556972247243	103.0
-0.00111909495614	103.1
-0.00340791595614	103.2
-0.00296104681329	103.3
-0.00174688052757	103.4
9.39953295714e-05	103.5
-0.00128257681329	103.6
-0.002344161099	103.7
-0.00252072724186	103.8
0.00173104032957	103.9
0.000211696043857	104.0
-0.00112998681329	104.1
-0.00355068252757	104.2
-0.00371853738471	104.3
0.000101606043857	104.4
0.00146728532957	104.5
0.00343019675814	104.6
0.0132023803296	104.7
-0.000204653241857	104.8
0.00102585861529	104.9
-0.00389727324186	105.0
-0.00543951038471	105.1
0.000674900472429	105.2
-0.00298720952757	105.3
0.000380633186714	105.4
-0.00859589995614	105.5
-0.00217739152757	105.6
0.00207544247243	105.7
-0.001901640099	105.8
-0.000218822956143	105.9
0.00525909604386	106.0
0.00402859247243	106.1
0.003133748901	106.2
0.00909121461529	106.3
0.00465636104386	106.4
0.000669461615286	106.5
-0.00666346824186	106.6
-0.000565404670429	106.7
-0.010946831099	106.8
-0.00146132752757	106.9
0.00725684675814	107.0
0.00237408675814	107.1
0.00605144675814	107.2
-0.002474946099	107.3
-0.00523132467043	107.4
-0.00675285652757	107.5
-0.00537955752757	107.6
0.00574519175814	107.7
0.00388688532957	107.8
0.00785526261529	107.9
0.0115195531867	108.0
0.00570705147243	108.1
-0.00418828252757	108.2
-0.00752888324186	108.3
-0.000361600384714	108.4
-0.00799535752757	108.5
-0.00265913467043	108.6
-0.00129238038471	108.7
-0.00131745181329	108.8
0.00203403175814	108.9
0.00951631818671	109.0
0.00601003604386	109.1
-0.00650761638471	109.2
0.00387815318671	109.3
-0.00800624795614	109.4
0.00130160604386	109.5
0.000854756758143	109.6
0.00590104961529	109.7
0.00163403604386	109.8
-0.00402261681329	109.9
-0.00447819624186	110.0
0.00102368604386	110.1
-0.005236774099	110.2
-0.000344163527571	110.3
0.000272746043857	110.4
-0.00353759681329	110.5
0.00833481032957	110.6
-0.001581223099	110.7
0.00344873247243	110.8
0.00129944104386	110.9
0.00511848818671	111.0
-0.00403570252757	111.1
0.00329288061529	111.2
7.87270438572e-05	111.3
-0.00251526395614	111.4
0.00588578332957	111.5
0.00298225818671	111.6
0.00100297532957	111.7
-0.000671140527571	111.8
0.00116972504386	111.9
0.00404383447243	112.0
-0.00418610395614	112.1
-0.00662969252757	112.2
-0.00342969967043	112.3
0.00389452032957	112.4
0.010770823901	112.5
